Department,publishercode,author,title,Count
EXTC ENGINEERING,CENGAGE LEARNING,SCHILLING ROBERT J.,FUNDAMENTALS OF DIGITAL SIGNAL PROCESSING : USING MATLAB,5
EXTC ENGINEERING,WILEY INDIA,ETTEN WIM C. VAM,INTRODUCTION TO RANDOM SIGNALS & NOISE,5
EXTC ENGINEERING,PEARSON EDU.,RABINER L.R.,DIGITAL PROCESSING OF SPEECH SIGNALS,3
EXTC ENGINEERING,TMGH,HSU H.P.,SIGNALS AND SYSTEMS,1
EXTC ENGINEERING,PEARSON EDU.,WIDROW BERNARD ,ADAPTIVE SIGNAL PROCESSING,3
EXTC ENGINEERING,PEARSON EDU.,PHILLIPS C.L.,SIGNALS SYSTEMS AND TRANSFORMS,2
EXTC ENGINEERING,PEARSON EDU.,PROAKIS J.G.,ALGORITHMS FOR STATISTICAL SIGNAL PROCESSING ,6
H & AS LAW,LABOURLAW AGENCY ,SAMANT S.R.,KAMGAR KAYDE : MALKANCHA MARGDARSHAK : KAMGAR KARMACHARI ANI MALAK YANCHYAMADHIL PADOPADICHYA PRASHNANVAR HAJARJABAB,1
EXTC ENGINEERING,PHI,OPPENHEIN ALAN V.,DISCRETE- TIME SIGNAL PROCESSING,14
EXTC ENGINEERING,TMGH,GUPTA R.G.,AUDIO AND VIDEO SYSTEMS : PRINCIPLES MAINTENENCE AND TROUBLE SHOOTING,11
EXTC ENGINEERING,TMGH,GUPTA R.G.,TELEVISION ENGINEERING AND VIDEO SYSTEMS ,9
EXTC ENGINEERING,MGH,GROB BERNARD ,BASIC TELEVISION AND VIDEO SYSTEMS,11
EXTC ENGINEERING,TMGH,BALI S.P.,COLOUR TELEVISION : THEORY AND PRACTICE,6
EXTC ENGINEERING,NEW AGE ,GULATI R.R.,COLOUR TELEVISION : TECHNOLOGY TRANSMISSION AND RECEPTION,4
EXTC ENGINEERING,NEW AGE ,GULATI R.R.,COLOUR TELEVISION : PRINCIPLES AND PRACTICE,2
EXTC ENGINEERING,NEW AGE,GULATI R.R.,MODERN TELEVISION PRACTICE PRINCIPLES TECHNOLOGY AND SERVICING,19
EXTC ENGINEERING,NEW AGE ,GULATI R.R.,MONOCHROME AND COLOUR TELEVISION,26
EXTC ENGINEERING,TMGH,DHAKE A.M.,TELEVISION AND VIDEO ENGINEERING ,25
EXTC ENGINEERING,DHANPAT RAI & SONS,GUPTA M.L.,ELECTRONICS AND RADIO ENGINEERING,5
EXTC ENGINEERING,KHANNA PUB.,MITHAL G.K.,RADIO ENGINEERING ( APPLIED ELECTRONICS VOL II ),12
EXTC ENGINEERING,KHANNA PUB.,GOYAL N.C.,A TEXTBOOK ON RADIO AND TELEVISION,3
EXTC ENGINEERING,MGH,TERMAN FREDERICK EMMONS,ELECTRONIC AND RADIO ENGINEERING,2
EXTC ENGINEERING,PRI / ELSEVIER ,JACK KELTH ,VIDEO DEMYSTIFIED A HANDBOOK FOR THE DIGITAL ENGINEER,3
EXTC ENGINEERING,TMGH,SHARMA S.P.,BASIC RADIO AND TELEVISION,5
EXTC ENGINEERING,TMGH,SHARMA S.P.,BASIC RADIO AND TELEVISION COLOUR AND B & W,7
EXTC ENGINEERING,PEARSON ,SKLAR BERNARD ,DIGITAL COMMUNICATION FUNDAMENTALS AND APPLICATIONS ,2
EXTC ENGINEERING,PEARSON EDU. / PRENTICE HALL,SKLAR BERNARD ,DIGITAL COMMUNICATION FUNDAMENTALS AND APPLICATIONS ,21
EXTC ENGINEERING,TMGH ,BHATTACHARYA AMITABHA,DIGITAL COMMUNICATION,6
EXTC ENGINEERING,MGH,PROAKIS JOHN G.,DIGITAL COMMUNICATION,16
EXTC ENGINEERING,PRENTICE HALL,PROAKIS JOHN G.,COMMUNICATION SYSTEMS ENGINEERING,1
EXTC ENGINEERING,SCITECH PUB.,REKHA CH KRANTI,DIGITAL COMMUNICATIONS ,5
EXTC ENGINEERING,ALLIED PUB.,LEE EDWARD A.,DIGITAL COMMUNICATION,1
EXTC ENGINEERING,PEARSON EDU.,GLOVER IAN A.,DIGITAL COMMUNICATION,2
EXTC ENGINEERING,PEARSON EDU.,PURSLEY MICHAEL B.,INTRODUCTION TO DIGITAL COMMUNICATIONS ,3
EXTC ENGINEERING,PHI,FEHER KAMILO,DIGITAL COMMUNICATION MICROWAVE APPLICATIONS,2
EXTC ENGINEERING,PHI,SIMON MARVIN K.,DIGITAL COMMUNICATION TECHNIQUES SIGNAL DESIGN SELECTION,3
EXTC ENGINEERING,PEARSON EDU. / PEARSON,WESTE NEIL H.E.,CMOS VLSI DESIGN A CIRCUITS AND SYSTEMS PERSPECTIVE ,8
EXTC ENGINEERING,PEARSON EDU.,WESTE NEIL H.E.,PRINCIPLES OF CMOS VLSI DESIGN A SYSTEMS PERSPECTIVE ,15
EXTC ENGINEERING,PHI,PUCKNELL DOUGLAS A.,BASIC VLSI DESIGN,10
EXTC ENGINEERING,PHI,ESHRAGHIAN K.,ESSENTIALS OF VLSI CIRCUITS AND SYSTEMS,2
EXTC ENGINEERING,DHANPAT RAI & SONS,PANDAY SUJATA ,VLSI DESIGN,7
EXTC ENGINEERING,PHI,WOLF WAYNE ,MODERN VLSI DESIGN SYSTEM- ON - CHIP - DESIGN,2
EXTC ENGINEERING,TMGH / MGH ,SZE S.M.,VLSI TECHNOLOGY,9
EXTC ENGINEERING,PEARSON EDU.,PALNITKAR SAMIR,VERILOG HDL A GUIDE TO DIGITAL DESIGN AND SYNTHESIS,1
EXTC ENGINEERING,MGH,FABRICUS EUGENE D.,INTRODUCTION TO VLSI DESIGN,10
EXTC ENGINEERING,CAMBRIDGE ,TAUR YUAN,FUNDAMENTALS OF MODERN VLSI DEVICES,4
EXTC ENGINEERING,B.S. PUB,MEAD CARVER ,INTRODUCTION TO VLSI SYSTEMS,2
EXTC ENGINEERING,NEW AGE ,ROY J.N.,INTRODUCTION TO VLSI DESIGN AND TECHNOLOGY,2
EXTC ENGINEERING,WILEY INDIA ,UYEMURA JOHN P.,INTRODUCTION TO VLSI CIRCUITS AND SYSTEMS ,3
EXTC ENGINEERING,WILEY INDIA / JOHN WILEY & SONS,GHANDHI SORAB K.,VLSI FABRICATION PRINCIPLES SILLICON AND GALLIUM ARSENIDE,6
EXTC ENGINEERING,NEW AGE INT.,BOSE SANJAY K.,DIGITAL SYSTEMS : FOROM GETES TO MICROPROCESSORS,9
EXTC ENGINEERING,CAMBRIDGE UNI. PRESS ,LEE THOMAS H.,THE DESIGN OF CMOS REDIO - FREQUENCY INTEGRATED CIRCUTS ,3
COMPUTER ENGG.,MGH,SCHWEBER WILLIAM L.,DATA COMMUNICATIONS,11
EXTC ENGINEERING,JAICO PUB.,ABRAMOVICI MIRON,DIGITAL SYSTEMS TESTING AND TESTABLE DESIGN,8
EXTC ENGINEERING,PHI,TOCCI RONALD J.,DIGITAL SYSTEMS PRINCIPLES AND APPLICATIONS,9
EXTC ENGINEERING,MGH INT.,PALMER JAMES E.,THEORY & PROBLEMS OF INTRODUCTION TO DIGITAL SYSTEMS,8
EXTC ENGINEERING,PHI INT.,PROAKIS JOHN G.,COMMUNICATION SYSTEMS ENGINEERING,2
EXTC ENGINEERING,TMGH,DESHPANDE N.D.,COMMUNICATION ELECTRONICS ,5
COMPUTER ENGG.,PHI,HELD GILBERT ,UNDERSTANDING DATA COMMUNICATION,3
EXTC ENGINEERING,PEARSON EDU.,GLOVER IAN A.,DIGITAL COMMUNICATIONS,1
EXTC ENGINEERING,PEARSON EDU.,SKLAR BERNARD ,DIGITAL COMMUNICATION : FUNDAMENTALS OF APPLICATIONS,1
EXTC ENGINEERING,P.H. INT.,TOMASI WAYNE,ADVANCED ELECTRONIC COMMUNICATION SYSTEMS,1
EXTC ENGINEERING,IEEE,RAPPAPORT THEODORE S.,CELLULAR RADIO & PERSONAL COMMUNICATION : A BOOK OF SELECTED READINGS VOL - I,1
EXTC ENGINEERING,IEEE,RAPPAPORT THEODORE S.,CELLULAR RADIO & PERSONAL COMMUNICATION : A BOOK OF SELECTED READINGS VOL - II,1
EXTC ENGINEERING,BROOKS / COLE / THOMSON LEARNING,UYEMURA JOHN P.,A FIRST COURSE IN DIGITAL SYSTEMS DESIGN AN INTEGRATED APPROACH,15
EXTC ENGINEERING,MGH,RYAN RAY,DIGITAL ELECTRONICS,9
EXTC ENGINEERING,MAcMILLAN,KAPOOR AVINASH,DIGITAL ELECTRONICS : PRINCIPLES AND PRACTICE,4
EXTC ENGINEERING,ISTE ,RANGNEKAR SAROJ,DIGITAL ELECTRONICS,22
EXTC ENGINEERING,NEW AGE ,VIRENDRA KUMAR,DIGITAL ELECTRONICS : THEORY & EXPERIMENTS,7
EXTC ENGINEERING,NEW AGE,VIRENDRA KUMAR,DIGITAL TECHNOLOGY : PRINCIPLES AND PRACTICE,12
EXTC ENGINEERING,PHI,GOHTMANN WILLIAM H.,DIGITAL ELECTRONICS : A INTRODUCTION TO THEORY AND PRACTICE,9
EXTC ENGINEERING,PHI,RABAEY J.M.,DIGITAL INTEGRATED CIRCUITS : A DESIGN PERSPECTIVE,23
EXTC ENGINEERING,DHANPAT RAI ,SONI M.L.,A COURSE IN ELECTRICAL CIRCUITS ANALYSIS,5
EXTC ENGINEERING,SCITECH PUB.,BABU P. RAMESH,ELECTRIC CIRCUIT ANALYSIS,4
EXTC ENGINEERING,NEW AGE ,XAVIER S.P. EUSERE,ELECTRIC CIRCUIT ANALYSIS,4
EXTC ENGINEERING,PEARSON EDU.,RAJESWARAN K.,ELECTRIC CIRCUIT THEORY,4
EXTC ENGINEERING,NAROSA PUB.,SALAM MD. ABDUS,CIRCUIT ANALYSIS,3
EXTC ENGINEERING,TMGH,HAYT W.H.JR.,ENGINEERING CIRCUIT ANALYSIS ,9
EXTC ENGINEERING,MGH,HAYT W.H.JR,ENGINEERING CIRCUIT ANALYSIS,5
EXTC ENGINEERING,PEARSON EDU.,SPENCER RICHARD R.,INTRODUCTION TO ELECTRONIC CIRCUIT DESIGN,12
EXTC ENGINEERING,NAROSA PUB.,DUBEY GOPAL K.,FUNDAMENTALS OF ELECTRICAL DRIVES ,4
EXTC ENGINEERING,MGH,DEBOO GORDON J.,INTEGRATED CIRCUITS & SEMICONDUCTOR DEVICES : THEORY AND APPLICATIONS,7
EXTC ENGINEERING,MGH,SCHILLING D.L.,ELECTRONIC CIRCUITS : DISCRETE AND INTEGRATED,14
EXTC ENGINEERING,MGH,SCOTT DONALD E.,AN INTRODUCTION TO CIRCUIT ANALYSIS : A SYSTEMS APPROACH,3
EXTC ENGINEERING,MGH,TAUB HERBERT ,DIGITAL INTEGRATED ELECTRONICS ,8
EXTC ENGINEERING,MGH ,TAUB HERBERT ,DIGITAL CIRCUITS AND MICROPROCESSORS,3
EXTC ENGINEERING,TMGH,BAPAT Y.N.,ELECTRONIC CIRCUITS & SYSTEMS : ANALOG & DIGITAL,6
EXTC ENGINEERING,TMGH,MILLMAN JACOB,INTEGRATED ELECTRONICS : ANALOG & DIGITAL CIRCUITS & SYSTEMS,7
EXTC ENGINEERING,TMGH,BHARGAVA N.N.,BASIC ELECTRONICS & LINEAR CIRCUITS ,19
EXTC ENGINEERING,MGH,MORRIS ROBERT L.,DESIGNING WITH TTL INTEGRATED CIRCUITS TEXAS INSTRUMENTS INCORPORATED ,7
EXTC ENGINEERING,TMGH,NAHVI MAHMOOD ,THEORY AND PROBLEMS ELECTRIC CIRCUITS,5
EXTC ENGINEERING,OXFORD UNI. PRESS,MARTIN KEN,DIGITAL INTEGRATED CIRCUIT DESIGN,3
EXTC ENGINEERING,TMGH,PURI V.K.,DIGITAL ELECTRONICS : CIRCUITS AND SYSTEMS,6
EXTC ENGINEERING,MGH,TOKHEIM ROGER L.,DIGITAL ELECTRONICS ,1
EXTC ENGINEERING,TMGH,TOKHEIM ROGER L.,DIGITAL ELECTRONICS : PRINCIPLES AND APPLICATIONS,3
EXTC ENGINEERING,PHI,MITCHELL F.N.,INTRODUCTION TO ELECTRONICS DESIGN,7
EXTC ENGINEERING,PHI ,NIIT,DIGITAL ELECTRONICS : AN INTRODUCTION TO SEQUENTIAL LOGIC DESIGN ,2
EXTC ENGINEERING,PHI,TOCCI RONALD J.,DIGITAL SYSTEMS : PRINCIPLES AND APPLICATIONS,2
EXTC ENGINEERING,PEARSON EDU.,RAJ KAMAL,DIGITAL SYSTEMS : PRINCIPLES & DESIGN,2
EXTC ENGINEERING,PEARSON EDU.,TRANTER WILLIAM H.,PRINCIPLES OF COMMUNICATION SYSTEMS SIMULATION : WITH WIRELESS APPLICATIONS,3
EXTC ENGINEERING,PH. INT.,RODEN MARTIN S.,DIGITAL COMMUNICATION SYSTEMS DESIGN,2
EXTC ENGINEERING,TMGH,RAO MOTHIKI S. PRAKASH,PULSE AND DIGITAL CIRCUITS,2
EXTC ENGINEERING,MACMILLAN,PIMPALE S.G.,FUNCTIONAL CIRCUITS IN ELECTRONICS,2
EXTC ENGINEERING,JAICO PUB.,CUMMINGHAM DAVID R.,BASIC CIRCUIT ANALYSIS,2
EXTC ENGINEERING,PHI,HUELSMAN LAWRENCE P.,BASIC CIRCUIT THEORY,2
EXTC ENGINEERING,JOHN WILEY,GOBEL ROBERT A.,SIGNALS AND LINEAR SYSTEMS,2
EXTC ENGINEERING,TMGH,GARUD G.N.,ELECTRONIC DEVICES & LINEAR CIRCUITS ,3
EXTC ENGINEERING,WHEELER PUB.,ANAND M.L.,ELECTRONIC PRINCIPLES : DEVICES AND CIRCUITS ,2
EXTC ENGINEERING,PHI,NAIR SOMNATHAN B.,ELECTRONIC DEVICES AND APPLICATIONS,5
EXTC ENGINEERING,CAMBRIDGE UNI. PRESS,HOROWITZ PAUL ,THE ART OF ELECTRONICS ,7
EXTC ENGINEERING,CAMBRIDGE UNI. PRESS ,HAYES THOMAS C.,STUDENT MANUAL FOR THE ART OF ELECTRONICS ,1
EXTC ENGINEERING,TMGH,BROWN STEPHEN ,FUNDAMENTALS OF DIGITAL LOGIC WITH VHDL DESIGN,8
EXTC ENGINEERING,DELMAR THOMSON LEARNING ,DUECK ROBERT K.,DIGITAL DESIGN WITH CPLD APPLICATIONS AND VHDL,5
EXTC ENGINEERING,PH INT.,PROAKIS JOHN G.,COMMUNICATION SYSTEMS ENGINEERING,1
COMPUTER ENGG.,PEARSON EDU.,BENNETT STUART ,REAL TIME COMPUTER CONTROL : AN INTRODUCTION,10
COMPUTER ENGG.,PEARSON EDU.,LIU JANE W.S.,REAL TIME SYSTEMS,5
COMPUTER ENGG.,PH. INT ,Dr. NISANKE NIMAL,REAL - TIME SYSTEMS,1
COMPUTER ENGG.,MGH,KRISHNA C.M.,REAL - TIME SYSTEMS,3
COMPUTER ENGG.,PHI,DOUGHERTY E.R.,INTRODUCTION TO REAL - TIME IMAGING,3
COMPUTER ENGG.,PHI,LAPLANTE PHILLIP A.,REAL - TIME SYSTEMS DESIGN AND ANALYSIS : AN ENGINEER HANDBOOK,3
COMPUTER ENGG.,PHI,MARAKAS GEORGE M.,DECISION SUPPORT SYSTEMS IN THE 21st CENTURY ,3
COMPUTER ENGG.,THOMSON BROOKS / COLE,GIARRATANO JOSEPH,EXPERT SYSTEMS : PRINCIPLES & PROGRAMMING ,4
COMPUTER ENGG.,PEARSON EDU.,LIU JANE W.S.,REAL - TIME SYSTEMS ,1
COMPUTER ENGG.,PHI,DOUGHERTY EDWARD R.,INTRODUCTION TO REAL TIME IMAGING,1
COMPUTER ENGG.,PHI,MARKAS GEORGE M.,DECISION SUPPORT SYSTEMS IN THE 21st CENTURY ,1
COMPUTER ENGG.,PHI,CHATTOPADHYAY SANTANU,COMPILER DESIGN,1
MECHANICAL ENGINEERING,S. CHAND ,GARG H.P.,INDUSTRIAL MAINTENANCE ,11
MECHANICAL ENGINEERING,EVEREST PUB.,JHAMB L.C.,A TEXTBOOK OF INDUSTRIAL MANAGEMENT VOL -I ,5
MECHANICAL ENGINEERING,EVEREST PUB.,JHAMB L.C.,A TEXTBOOK OF INDUSTRIAL MANAGEMENT VOL -II,5
MECHANICAL ENGINEERING,S. CHAND ,TELSANG MARTAND,INDUSTRIAL ENGINEERING AND PRODUCTION MANAGEMENT ,19
MECHANICAL ENGINEERING,S. CHAND,TELSANG MARTAND T.,INDUSTRIAL AND BUSINESS MANAGEMENT,11
MECHANICAL ENGINEERING,S. CHAND ,TELSANG MARTAND T.,PRODUCTION MANAGEMENT,5
MECHANICAL ENGINEERING,WILEY INDIA ,BUFFA ELWOOD S.,MODERN PRODUCTION / OPERATION MANAGEMENT,25
MECHANICAL ENGINEERING,TMGH,CHARY S.N.,PRODUCTION AND OPERATION MANAGEMENT,19
MECHANICAL ENGINEERING,TMGH,CHARY S.N.,THEORY AND PROBLEMS IN PRODUCTION AND OPERATION MANAGEMENT,1
MECHANICAL ENGINEERING,TMGH,NAIR N.G., PRODUCTION AND OPERATION MANAGEMENT,5
MECHANICAL ENGINEERING,TMGH,CHASE R.B.,OPERATIONS AND SUPPLY MANAGEMENT,3
MECHANICAL ENGINEERING,PHI,KRISHNASWAMY K.N.,CASES IN PRODUCTION / OPERATION MANAGEMENT,3
MECHANICAL ENGINEERING,PHI ,PANNEERSELVAM R., PRODUCTION AND OPERATIONS MANAGEMENT,3
MECHANICAL ENGINEERING,PHI,ADAM EVERETT E.JR., PRODUCTION AND OPERATIONS MANAGEMENT : CONCEPTS MODELS & BEHAVIOR,5
MECHANICAL ENGINEERING,EVEREST PUB.,JHAMB L.C.,A TEXT BOOK OF  PRODUCTION (OPERATIONS) MANAGEMENT ,11
MECHANICAL ENGINEERING,PRAGATI PRAKASHAN ,GOEL B.S., PRODUCTION / OPERATIONS MANAGEMENT,5
MECHANICAL ENGINEERING,NEW AGE ,SHIVANAND H.K.,FLEXIBLE MANUFACTURING SYSTEM,4
MECHANICAL ENGINEERING,NEW AGE ,MUTHY P. RAMA,PRODUCTION AND OPERATION MANAGEMENT,3
MECHANICAL ENGINEERING,NEW AGE,KUMAR S. ANIL,PRODUCTION AND OPERATION MANAGEMENT,3
MECHANICAL ENGINEERING,HIMALAYA PUB.,ASWATHAPPA K.,PRODUCTION AND OPERATION MANAGEMENT,2
MECHANICAL ENGINEERING,OXFORD UNI. PRESS,BEDI KANISHKA,PRODUCTION AND OPERATION MANAGEMENT,5
MECHANICAL ENGINEERING,PEARSON EDU.,SCHMENNER ROGER W.,PLANT AND SERVICE TOURS IN OPERATIONS MANAGEMENT,1
MECHANICAL ENGINEERING,NEW AGE INT.,Dr. ROY RAM NARESH,A MODERN APPROACH TO OPERATION MANAGEMENT,3
MECHANICAL ENGINEERING,PEARSON EDU.,HEIZER JAY ,OPERATIONS MANAGEMENT,3
MECHANICAL ENGINEERING,PEARSON EDU.,KRAJEWSKI LEE J.,OPERATIONS MANAGEMENT STRATEGY ANALYSIS,1
MECHANICAL ENGINEERING,PEARSON EDU.,RUSSELL ROBERTA S.,OPERATIONS MANAGEMENT ,1
MECHANICAL ENGINEERING,PEARSON EDU.,MAHADEVAN B.,OPERATIONS MANAGEMENT AND PRACTICE ,1
MECHANICAL ENGINEERING,PEARSON EDU.,AMRINE HARHOLD T.,MANUFACTURING ORGANIZATION AND MANAGEMENT,2
MECHANICAL ENGINEERING,TMGH,MONKS JOSEPH G.,THEORY AND PROBLEMS OPERATION MANAGEMENT,2
MECHANICAL ENGINEERING,PEARSON EDU.,DORFMAN MARK S.,INTRODUCTION TO RISK MANAGEMENT AND INSURANCE,1
MECHANICAL ENGINEERING,PHI,NIIT,INTRODUCTION TO INFORMATION SECURITY RISK MANAGEMENT,2
MECHANICAL ENGINEERING,PHI,NIIT,AN INTRODUCTION TO ENGINEERING MATERIALS AND MANUFACTURING PROCESSES,2
MECHANICAL ENGINEERING,S. CHAND & CO.,GUPTA P.K.,PROBLEM IN OPERATIONS RESEARCH,2
MECHANICAL ENGINEERING,PHI,BANK JOHN,THE ESSENCE OF TOTAL QUALITY MANAGEMENT,1
MECHANICAL ENGINEERING,PEARSON EDU. ASIA,BESTERFIELD DALE H.,TOTAL QUALITY MANAGEMENT,1
MECHANICAL ENGINEERING,JOHN WILEY & SONS,MONTGOMERY DOUGLAS C.,INTRODUCTION TO STATISTICAL QUALITY CONTROL,2
MECHANICAL ENGINEERING,TMGH,CAMPBELL J.S.,PRINCIPLES OF MANUFACTURING MATERIALS AND PROCESSES,2
MECHANICAL ENGINEERING,PRENTICE HALL,LINDBERG ROY A.,PROCESSES AND MATERIALS OF MANUFACTURE,1
MECHANICAL ENGINEERING,WILEY INDIA ,OSTWALD PHILLIP F.,MANUFACTURING PROCESSES AND SYSTEMS,1
MECHANICAL ENGINEERING,ADDISON WESLEY ,KALPAKJAIN,MANUFACTURING ENGINEERING AND TECHNOLOGY,1
MECHANICAL ENGINEERING,WILEY INDIA,OSTWALD PHILLIP F.,MANUFACTURING PROCESSES AND SYSTEMS,4
MECHANICAL ENGINEERING,NEW AGE ,ADITHAN M.,MANUFACTURING TECHNOLOGY,2
MECHANICAL ENGINEERING,TMGH,BAWA H.S.,MANUFACTURING PROCESSES- II,1
MECHANICAL ENGINEERING,PRENTICE HALL,CHITALE A.K.,PRODUCT DESIGN AND MANUFACTURING ,1
MECHANICAL ENGINEERING,TMGH,VOLLMANN THOMAS ,MANUFACTURING PLANNING CONTROL FOR SUPPLY CHAIN MANAGEMENT,1
MECHANICAL ENGINEERING,TMGH,ANTHONY ROBERT N.,MANAGEMENT CONTROL SYSTEMS,1
MECHANICAL ENGINEERING,ADDISON - WESLEY,VANVALACK LAWRENCE H.,ELEMENTS OF MATERIAL SCIENCE AND ENGINEERING,1
MECHANICAL ENGINEERING,CHAROTAR PUB.,Dr. KHANDARE S.S.,ENGINEERING THERMODYNANICS,1
MECHANICAL ENGINEERING,CENGAGE LEARNING,GIDO JACK,PROJECT MANEGEMENT,1
MECHANICAL ENGINEERING,MCGRAW HILL,CENGEL YUNUS A.,FUNDAMENTALS OF THERMAL FLUID SCIENCE,1
MECHANICAL ENGINEERING,LAXMI PUB.,Dr. BANSAL R.K.,A TEXTBOOK OF STRENGTH OF MATERIALS,1
MECHANICAL ENGINEERING,NAROSA PUB.,RAO K CHANDRASHEKHARA ,OPERATION RESEARCH,1
MECHANICAL ENGINEERING,TMGH,TREAGER IRWIN E.,AIRCRAFT GAS TURBINE ENGINE TECHNOLOGY,1
MECHANICAL ENGINEERING,MACDONALD & EVANS,BATTY J.,INDUSTRIAL ADMINISTRATION AND MANAGEMENT,1
MECHANICAL ENGINEERING,PHI,ROBINS STEPHEN P.,ORGANIZATION THEORY STRUCTURE DESIGN & APPLICATIONS,1
MECHANICAL ENGINEERING,PEARSON EDU.,O'ROURKE JAMES S.,MANAGEMENT COMMUNICATION A CASE ANALYSIS APPROACH,1
MECHANICAL ENGINEERING,KHANNA PUB.,BANGA T.R.,INDUSTRIAL ORGANISATION AND ENGINEERING ECONOMICS,5
MECHANICAL ENGINEERING,KHANNA PUB.,JAIN K.C.,PRODUCTION PLANNING CONTROL AND INDUSTRIAL MANAGEMENT,2
MECHANICAL ENGINEERING,NAROSA ,RATHORE T.S.,DIGITAL MEASURMENT TECHNIQUES,2
MECHANICAL ENGINEERING,DHANPAT RAI ,MAHAJAN M.,STATISTICAL QUALITY CONTROL,1
MECHANICAL ENGINEERING,NEW AGE INT. PUB.,AGRAWAL SHYAM K.,INTERNAL COMBUSTION ENGINES ,1
MECHANICAL ENGINEERING,STANDARD BOOK,MOHANTY R.K.,A TEXTBOOK OF INTERNAL COMBUSTION ENGINES ,1
MECHANICAL ENGINEERING,PHI,ANDREWS LARRY C.,INTEGRAL TRANSFORMS FOR ENGINEERS ,2
MECHANICAL ENGINEERING,PHI ,SINGH SADHU ,FUNDAMENTALS OF MACHINE DRAWING ,2
MECHANICAL ENGINEERING,JOHN WILEY & SONS,COOK ROBERT D.,CONCEPTS AND APPLICATIONS OF FINITE ELEMENTS ANALYSIS,2
MECHANICAL ENGINEERING,CENGAGE LEARNING,DIXIT U.S.,FINITE ELEMENT METHODS FOR ENGINEERS ,1
MATHEMATICS,NEW AGE ,SHENOY G.V.,BUSINESS STATICS,1
MATHEMATICS,TMGH,BERI G.C.,BUSINESS STATICS,1
MATHEMATICS,PEARSON EDU.,HOGG ROBERT V.,INTRODUCTION TO MATHEMATICAL STATISTICS,1
MATHEMATICS,NEW AGE,SRINIVASA G.,BUSINESS MATHEMATICS AND STATISTICS,3
MATHEMATICS,NEW AGE ,GUPTA SANTOSH K.,NUMERICAL METHODS FOR ENGINEERS ,3
MATHEMATICS,NAROSA PUB.,CHENG DAVID K.,ANALYSIS OF LINEAR SYSTEMS,6
MECHANICAL ENGINEERING,S.K. KARATIA & SONS,SHARMA P.C.,POWER PLANT ENGINEERING,7
MECHANICAL ENGINEERING,AFFLIATED EAST-WEST,MORSE FREDERICK T.,POWER PLANT ENGINEERING,10
MECHANICAL ENGINEERING,TMGH / MGH,WAKIL M.M.E.,POWER PLANT TECHNOLOGY,7
MECHANICAL ENGINEERING,MGH,ROSALER ROBERT C.,STANDARD HANDBOOK OF PLANT ENGINEERING,1
MECHANICAL ENGINEERING,LAXMI PUB.,RAJPUT R.K.,A TEXTBOOK OF POWER PLANT ENGINEERING,23
MECHANICAL ENGINEERING,DHANPAT RAI,ARORA S.C.,A COURSE IN A POWER PLANT ENGINEERING,12
MECHANICAL ENGINEERING,TMGH,NAG P.K., POWER PLANT ENGINEERING,32
MECHANICAL ENGINEERING,PHI,KRISHNASWAMY K.,POWER PLANT INSTRUMENTATION,18
MECHANICAL ENGINEERING,TMGH,HILLER F.S.,INTRODUCTION TO OPERATIONS RESEARCH,5
MECHANICAL ENGINEERING,MACMILLAN,SHARMA J.K.,OPERATION RESEARCH: PROBLEMS & SOLUTIONS,2
MECHANICAL ENGINEERING,PHI,LANGO S.,INTRODUCTION TO HYDRAULICS & PNEUMATICS,1
MECHANICAL ENGINEERING,TMGH,MUJUMDAR S.R.,OIL HYDRAULIC SYSTEMS : PRINCIPLES & MAINTENANCE,5
EXTC ENGINEERING,MCGRAW HILL,RAVEN FRANCIS H.,AUTOMATIC CONTROL ENGINEERING,11
EXTC ENGINEERING,CRC PRESS,NAIDU DESINENI SUBBARAM,OPTICAL CONTROL SYSTEMS,2
EXTC ENGINEERING,PHI,ANDERSON B.D.,OPTIMAL CONTROL : LINEAR QUADRATIC METHODS,4
EXTC ENGINEERING,PHI,CHOUDHARY P.RAI,MEMS AND MOEMS TECHNOLOGY & APPLICATIONS,4
EXTC ENGINEERING,TMGH,MAHALIK NITAIGOUR P.,MEMS,1
EXTC ENGINEERING,TMGH,HSU TAI-RAM,MEMS & MICROSYSTEMS DESIGN & MANUFACTURE ,7
MECHANICAL ENGINEERING,ADDISON - WESLEY / PEARSON EDU.,MCMOHAN CHRIS,CAD/CAM : PRINCIPLES PRACTICE & MANUFACTURING MANAGEMENT,6
MECHANICAL ENGINEERING,TMGH,RAO P.N.,CAD/CAM PRINCIPLES & APPLICATIONS,10
MECHANICAL ENGINEERING,TMGH,RAMAMURTI V.,COMPUTER AIDED MECHANICAL DESIGN AND ANALYSIS,4
MECHANICAL ENGINEERING,TMGH,ZEID IBRAHIM,MASTERING CAD/CAM,2
MECHANICAL ENGINEERING,TMGH,ZEID IBRAHIM,CAD/CAM THEORY & PRACTICE ,9
MECHANICAL ENGINEERING,NEW AGE ,DUKKIPATI RAO V.,COMPUTER AIDED ANALYSIS AND DESIGN OF MACHINE ELEMENTS,3
MECHANICAL ENGINEERING,NEW AGE,RADHAKRISHNAN P.,CAD/CAM/CIM,24
MECHANICAL ENGINEERING,PHI,GROOVER MIKELL P.,CAD/CAM : COMPUTER AIDED DESIGN & MANUFACTURING,12
